"","file","object_id","tabular","semantic","definition_list","header_row","header_column","rule_1_violation","rule_2_violation","rule_3_violation","rule_4_violation","violations_sum","violation_present"
"2118","1566262-11",5171,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2119","1567042-23",43516,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,FALSE
"2120","1567105-20",17758,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"2121","1566782-11",21702,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2122","1567027-12",2318,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,FALSE
"2123","1567133-84",279009,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"2124","1566613-62",83416,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,FALSE
"2125","1566684-29",46414,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2126","1566801-14",33341,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2127","1566851-10",16751,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2128","1566974-70",219240,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2129","1566967-55",19997,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"2130","1566984-105",130893,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2131","1566682-23",16924,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2132","1567150-18",11962,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2133","1567164-17",51844,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2134","1567160-19",47267,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2135","1565924-6",6199,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"2136","1567209-19",66899,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2137","1566010-26",85045,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"2138","1566099-85",170640,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2139","1566697-44",20383,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2140","1566923-10",29929,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2141","1565441-52",178531,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"2142","1565637-42",18248,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"2143","1566983-15",31672,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2144","1566974-83",266018,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2145","1565720-33",7774,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,FALSE
"2146","1567133-72",241538,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2147","1566017-42",14504,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2148","1565638-50",23264,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"2149","1567160-23",57086,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2150","1567084-22",27849,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"2151","1567193-9",38074,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"2152","1565946-59",67623,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2153","1566960-28",19202,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2154","1567194-25",24668,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,FALSE
"2155","1565638-89",40660,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"2156","1565952-29",69348,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2157","1566111-20",35210,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"2158","1565737-54",64650,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2159","1565737-66",81278,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2160","1566328-55",17054,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2161","1567102-41",83385,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2162","1566984-93",120093,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2163","1566967-55",19642,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2164","1567196-13",22107,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"2165","1567183-23",41905,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2166","1567193-6",24512,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"2167","1565944-55",227171,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"2168","1565946-32",38637,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2169","1565946-28",32870,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2170","1567194-7",9613,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"2171","1567174-24",11273,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2172","1566173-24",13955,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2173","1566728-30",30000,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2174","1566108-28",51329,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"2175","1566735-1",384,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2176","1567236-54",147632,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,FALSE
"2177","1567194-10",12918,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,FALSE
"2178","1565737-27",29631,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2179","1567023-13",3191,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"2180","1566967-22",6646,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2181","1565731-37",104896,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"2182","1565825-2",2488,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2183","1566010-27",86953,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"2184","1566054-27",6395,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2185","1566310-29",44383,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2186","1567025-37",123645,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"2187","1566948-59",202586,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2188","1567084-20",26202,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2189","1567223-32",19043,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2190","1567209-23",75773,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2191","1567215-27",7261,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"2192","1567262-11",30661,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"2193","1567209-10",31188,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2194","1567236-64",173875,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,FALSE
"2195","1567259-12",41720,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2196","1567222-2",5718,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"2197","1567259-14",50249,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"2198","1567262-10",29479,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2199","1567164-21",61741,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2200","1567412-9",12167,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2201","1567320-4",9022,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"2202","1567320-2",4731,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"2203","1567193-20",83663,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"2204","1567280-17",30352,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"2205","1567150-23",14070,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2206","1567223-1",1239,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2207","1567445-3",9977,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"2208","1567379-8",18237,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2209","1567412-11",18264,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2210","1567429-5",2133,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2211","1567366-4",2324,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"2212","1567236-47",130231,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,FALSE
"2213","1567412-18",35611,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2214","1567740-11",38194,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2215","1567596-18",87521,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2216","1566613-43",60802,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,FALSE
"2217","1567595-1",1869,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2218","1567215-33",8433,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2219","1567212-19",43529,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"2220","1566723-9",4859,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2221","1566615-21",19175,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"2222","1566269-10",14665,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"2223","1567707-15",5529,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2224","1566119-23",53433,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2225","1566026-20",53447,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2226","1566175-28",21622,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2227","1566280-23",36069,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"2228","1566260-40",12281,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"2229","1567600-7",23386,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2230","1566894-29",13403,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2231","1567164-6",16667,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2232","1566984-162",178827,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"2233","1567193-8",32743,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"2234","1567167-8",16340,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2235","1567194-23",23349,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2236","1567216-16",2398,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"2237","1567282-17",54284,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2238","1567286-1",323,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2239","1567236-69",186610,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,FALSE
"2240","1567196-19",34138,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"2241","1567701-2",4066,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,FALSE
"2242","1567600-6",19061,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2243","1567744-12",5488,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2244","1567668-1",3162,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2245","1567479-6",14796,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2246","1567995-5",7872,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"2247","1565667-18",13907,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2248","1567479-7",15606,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2249","1567856-17",25368,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2250","1565668-22",14149,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2251","1565737-31",35152,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2252","1565746-5",7244,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2253","1566188-21",3502,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2254","1567034-33",49347,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"2255","1567797-5",6386,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"2256","1567920-4",3973,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2257","1566624-0",323,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"2258","1566320-64",149466,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"2259","1568259-11",5112,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2260","1568004-4",1149,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2261","1566320-56",129075,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"2262","1568274-0",679,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2263","1567186-48",5385,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2264","1566798-24",40357,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2265","1566728-36",35718,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2266","1567350-4",3017,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"2267","1566998-19",14595,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,FALSE
"2268","1566040-4",465,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2269","1567600-4",12689,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2270","1566486-2",1041,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"2271","1566062-34",15451,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2272","1566552-28",6260,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2273","1566296-20",47223,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2274","1566335-17",17676,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2275","1566613-44",62556,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,FALSE
"2276","1566768-5",2171,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"2277","1566816-42",32447,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2278","1567412-16",30588,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2279","1567855-6",10024,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2280","1567132-17",45117,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2281","1566721-19",39880,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2282","1568261-4",3879,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2283","1566878-17",35151,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"2284","1566969-29",22243,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2285","1566721-27",46894,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2286","1567035-11",7855,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2287","1567282-15",48879,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2288","1566887-19",35684,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2289","1567150-18",12437,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2290","1566824-10",1931,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2291","1567379-4",8918,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"2292","1568181-7",4205,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2293","1567839-4",6234,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2294","1567715-15",5393,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"2295","1567744-12",5175,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2296","1567920-1",101,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"2297","1568221-9",2325,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2298","1567987-8",7022,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2299","1568305-14",20294,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2300","1568274-12",44516,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2301","1568325-11",5393,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2302","1568311-7",13027,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2303","1568343-16",27769,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"2304","1568341-3",4151,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2305","1568336-16",10036,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2306","1566864-14",87111,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"2307","1566974-88",274978,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2308","1568394-4",1520,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2309","1567150-8",5566,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"2310","1567196-18",30433,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2311","1566991-30",81747,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2312","1567610-6",16805,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"2313","1567199-22",56796,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2314","1568200-7",11057,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,FALSE
"2315","1568071-13",23809,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"2316","1568283-18",14421,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"2317","1567741-13",6479,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2318","1566887-17",34343,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2319","1568455-0",279,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2320","1567610-7",19960,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"2321","1566969-26",21448,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"2322","1567600-1",3158,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2323","1567716-14",26043,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2324","1567755-12",34185,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,FALSE
"2325","1568354-0",90,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2326","1568354-3",19909,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2327","1569071-4",9873,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"2328","1565983-21",65692,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2329","1568325-7",3574,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2330","1568126-1",1305,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"2331","1568353-2",3920,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2332","1566077-133",464478,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2333","1567149-11",39593,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,FALSE
"2334","1566296-9",17720,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"2335","1567220-6",23460,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"2336","1567740-7",22414,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2337","1568268-4",5153,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"2338","1568332-17",7380,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2339","1569106-2",1189,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2340","1567740-5",14109,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2341","1568325-5",2419,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2342","1568253-0",307,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"2343","1568019-6",31204,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"2344","1568261-18",9913,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2345","1568375-1",288,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2346","1568282-1",516,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2347","1568521-14",3684,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2348","1567150-7",5044,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2349","1568328-12",16030,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2350","1567175-17",27981,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2351","1567160-16",43293,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2352","1568648-7",16928,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"2353","1566948-49",172114,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,FALSE
"2354","1567164-9",25234,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2355","1567265-4",26389,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,FALSE
"2356","1567262-16",46917,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"2357","1568195-6",2712,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"2358","1567407-3",1319,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2359","1568707-4",6844,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,FALSE
"2360","1568322-12",17869,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"2361","1567957-1",2160,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2362","1568531-12",15759,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2363","1568159-0",921,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"2364","1568162-5",12909,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2365","1568693-2",2497,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2366","1568707-3",4877,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,FALSE
"2367","1568955-13",21661,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2368","1568536-15",35671,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2369","1568521-17",4734,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2370","1568721-5",886,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2371","1568995-3",4899,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2372","1566171-40",57248,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"2373","1568852-7",3884,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2374","1566610-33",102868,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2375","1566803-27",25036,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,FALSE
"2376","1567236-52",142378,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,FALSE
"2377","1567380-7",14297,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"2378","1568995-6",10383,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2379","1567697-13",9884,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"2380","1567707-14",5063,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
